session_id,model,phase,accuracy,precision,recall,f1,mcc
mmgnnwif7rgnag,hmm_2state,Full,0.645320197044335,1.0,0.29064039408866993,0.45038167938931295,0.41234550857721736
mmgnnwif7rgnag,hmm_2state,Ph 1,0.5545454545454546,1.0,0.10091743119266056,0.18333333333333332,0.23151089821490967
mmgnnwif7rgnag,hmm_2state,Ph 2,0.4391304347826087,1.0,0.18867924528301888,0.31746031746031744,0.2588071329686871
mmgnnwif7rgnag,hmm_2state,Ph 3,0.8407079646017699,1.0,0.4782608695652174,0.6470588235294118,0.6237400004773941
mmgnnwif7rgnag,hmm_2state,Ph 4,0.8161764705882353,1.0,0.6376811594202898,0.7787610619469026,0.6814677069860143
mmgnnwif7rgnag,hmm_3state,Full,0.645320197044335,1.0,0.29064039408866993,0.45038167938931295,0.41234550857721736
mmgnnwif7rgnag,hmm_3state,Ph 1,0.5545454545454546,1.0,0.10091743119266056,0.18333333333333332,0.23151089821490967
mmgnnwif7rgnag,hmm_3state,Ph 2,0.4391304347826087,1.0,0.18867924528301888,0.31746031746031744,0.2588071329686871
mmgnnwif7rgnag,hmm_3state,Ph 3,0.8407079646017699,1.0,0.4782608695652174,0.6470588235294118,0.6237400004773941
mmgnnwif7rgnag,hmm_3state,Ph 4,0.8161764705882353,1.0,0.6376811594202898,0.7787610619469026,0.6814677069860143
mmgnnwif7rgnag,hmm_4state,Full,0.645320197044335,1.0,0.29064039408866993,0.45038167938931295,0.41234550857721736
mmgnnwif7rgnag,hmm_4state,Ph 1,0.5545454545454546,1.0,0.10091743119266056,0.18333333333333332,0.23151089821490967
mmgnnwif7rgnag,hmm_4state,Ph 2,0.4391304347826087,1.0,0.18867924528301888,0.31746031746031744,0.2588071329686871
mmgnnwif7rgnag,hmm_4state,Ph 3,0.8407079646017699,1.0,0.4782608695652174,0.6470588235294118,0.6237400004773941
mmgnnwif7rgnag,hmm_4state,Ph 4,0.8161764705882353,1.0,0.6376811594202898,0.7787610619469026,0.6814677069860143
mmgp4bc84vs4qt,random,Full,0.4832881662149955,0.4832881662149955,1.0,0.6516443361753959,0.0
mmgp4bc84vs4qt,random,Ph 1,0.458955223880597,0.458955223880597,1.0,0.629156010230179,0.0
mmgp4bc84vs4qt,random,Ph 2,0.6313725490196078,0.6313725490196078,1.0,0.7740384615384616,0.0
mmgp4bc84vs4qt,random,Ph 3,0.3706293706293706,0.3706293706293706,1.0,0.5408163265306123,0.0
mmgp4bc84vs4qt,random,Ph 4,0.4865771812080537,0.4865771812080537,1.0,0.654627539503386,0.0
mmgp4bc84vs4qt,bias,Full,0.5167118337850045,0.0,0.0,0.0,0.0
mmgp4bc84vs4qt,bias,Ph 1,0.5410447761194029,0.0,0.0,0.0,0.0
mmgp4bc84vs4qt,bias,Ph 2,0.3686274509803922,0.0,0.0,0.0,0.0
mmgp4bc84vs4qt,bias,Ph 3,0.6293706293706294,0.0,0.0,0.0,0.0
mmgp4bc84vs4qt,bias,Ph 4,0.5134228187919463,0.0,0.0,0.0,0.0
